probabilities,truePrecision,trueRecall
0.0451922938227654,0.100042034468264,0.955823293172691
0.0452261753380299,0.100042211903757,0.951807228915663
0.045234739780426,0.100084459459459,0.951807228915663
0.0452368818223476,0.100126742712294,0.951807228915663
0.0452369526028633,0.100169061707523,0.951807228915663
0.0452398285269737,0.100211416490486,0.951807228915663
0.0452528148889542,0.100253807106599,0.951807228915663
0.045257605612278,0.100296233601354,0.951807228915663
0.0452587082982063,0.100338696020322,0.951807228915663
0.0452761948108673,0.100381194409149,0.951807228915663
0.0452806353569031,0.100423728813559,0.951807228915663
0.0453025102615356,0.100466299279356,0.951807228915663
0.0453213565051556,0.100594227504244,0.951807228915663
0.0453240089118481,0.100636942675159,0.951807228915663
0.0453280583024025,0.100679694137638,0.951807228915663
0.045336440205574,0.100722481937952,0.951807228915663
0.0453427657485008,0.100765306122449,0.951807228915663
0.0453478805720806,0.100808166737559,0.951807228915663
0.0453509166836739,0.100893997445722,0.951807228915663
0.0453557223081589,0.100936967632027,0.951807228915663
0.0453731790184975,0.10097997443545,0.951807228915663
0.0453807488083839,0.101023017902813,0.951807228915663
0.0454076305031776,0.101066098081023,0.951807228915663
0.0454102270305157,0.101109215017065,0.951807228915663
0.0454278513789177,0.101152368758003,0.951807228915663
0.0454278998076916,0.101195559350982,0.951807228915663
0.0454443134367466,0.101238786843229,0.951807228915663
0.045454777777195,0.101282051282051,0.951807228915663
0.0454584211111069,0.101325352714835,0.951807228915663
0.0454645566642284,0.10136869118905,0.951807228915663
0.0454659014940262,0.101412066752246,0.951807228915663
0.0454677939414978,0.101542416452442,0.951807228915663
0.0454678572714329,0.101629502572899,0.951807228915663
0.0454746372997761,0.101673101673102,0.951807228915663
0.0454906560480595,0.101716738197425,0.951807228915663
0.0454984754323959,0.10180412371134,0.951807228915663
0.0455344393849373,0.101847872797593,0.951807228915663
0.0455710999667645,0.10189165950129,0.951807228915663
0.0455751642584801,0.101935483870968,0.951807228915663
0.0455780811607838,0.10197934595525,0.951807228915663
0.0455941595137119,0.102023245802841,0.951807228915663
0.0455989837646484,0.102067183462532,0.951807228915663
0.0456108041107655,0.102111158983197,0.951807228915663
0.0456129536032677,0.102155172413793,0.951807228915663
